female_spks_aus_indig_lang_tot, female_spks_french_spks_eng_well, male_spks_spanish_eng_profic_notstated, female_spks_croatian_all_eng_profic, female_spks_arabic_all_eng_profic, female_spks_italian_spks_eng_notwell, female_spks_greek_spks_eng_notwell, female_spks_indo_aryan_lang_bengali_spks_eng_well, male_all_lang_spks_eng_notwell, male_spks_se_asia_austronesia_lang_oth_tot, female_spks_arabic_spks_eng_well, female_spks_greek_all_eng_profic, male_tot_spks_eng_only, male_lang_spkn_home_notstated_all_eng_profic, female_spks_aus_indig_lang_eng_profic_notstated, female_spks_arabic_spks_eng_notwell, female_spks_indo_aryan_lang_sinhale_spks_eng_notwell, female_spks_german_spks_eng_notwell, female_spks_italian_all_eng_profic, female_spks_dutch_all_eng_profic, female_spks_indo_aryan_lang_urdu_all_eng_profic, gcc_name16, female_spks_italian_spks_eng_well, female_spks_croatian_spks_eng_well, female_spks_cl_mandarin_spks_eng_notwell, female_spks_indo_aryan_lang_punjabi_tot, female_spks_indo_aryan_lang_urdu_eng_profic_notstated, female_spks_greek_tot, female_spks_japanese_spks_eng_notwell, male_spks_turkish_spks_eng_notwell, female_spks_cl_oth_spks_eng_notwell, female_spks_cl_cantones_spks_eng_notwell, male_all_lang_tot, female_spks_japanese_tot, female_spks_cl_mandarin_tot, female_spks_indo_aryan_lang_tot_eng_profic_notstated, female_spks_dutch_spks_eng_well, female_spks_french_eng_profic_notstated, female_spks_greek_spks_eng_well, female_spks_indo_aryan_lang_bengali_eng_profic_notstated, male_spks_thai_tot, male_spks_se_asia_austronesia_lang_tot_eng_profic_notstated, male_spks_turkish_eng_profic_notstated, female_spks_indo_aryan_lang_punjabi_all_eng_profic, male_lang_spkn_home_notstated_spks_eng_well, female_spks_indo_aryan_lang_oth_eng_profic_notstated, female_spks_indo_aryan_lang_urdu_spks_eng_notwell, male_spks_turkish_tot, male_spks_oth_spks_eng_notwell, female_spks_indo_aryan_lang_oth_all_eng_profic, female_spks_cl_cantones_all_eng_profic, female_spks_cl_oth_spks_eng_well, male_spks_se_asia_austronesia_lang_tot_tot, female_spks_indo_aryan_lang_oth_spks_eng_well, female_spks_indo_aryan_lang_urdu_tot, male_spks_vietnamese_spks_eng_well, female_spks_indo_aryan_lang_punjabi_spks_eng_notwell, male_lang_spkn_home_notstated_eng_profic_notstated, female_spks_afrikaans_tot, male_spks_se_asia_austronesia_lang_oth_spks_eng_notwell, male_spks_tamil_all_eng_profic, female_spks_cl_mandarin_eng_profic_notstated, female_spks_french_tot, female_spks_afrikaans_spks_eng_notwell, male_tot_spks_eng_notwell, female_spks_japanese_eng_profic_notstated, male_spks_se_asia_austronesia_lang_tot_spks_eng_notwell, male_spks_oth_tot, female_spks_dutch_spks_eng_notwell, female_spks_aus_indig_lang_spks_eng_notwell, female_spks_greek_eng_profic_notstated, female_spks_croatian_eng_profic_notstated, male_spks_se_asia_austronesia_lang_oth_eng_profic_notstated, male_spks_spanish_spks_eng_well, male_spks_se_asia_austronesia_lang_tot_spks_eng_well, female_spks_italian_eng_profic_notstated, male_lang_spkn_home_notstated_spks_eng_notwell, female_spks_indo_aryan_lang_tot_all_eng_profic, female_spks_indo_aryan_lang_hindi_all_eng_profic, female_spks_indo_aryan_lang_oth_tot, male_tot_all_eng_profic, female_spks_cl_tot_tot, female_spks_aus_indig_lang_all_eng_profic, female_spks_indo_aryan_lang_tot_spks_eng_notwell, female_spks_cl_tot_spks_eng_notwell, female_spks_indo_aryan_lang_punjabi_eng_profic_notstated, female_spks_japanese_spks_eng_well, male_spks_vietnamese_all_eng_profic, male_spks_spanish_all_eng_profic, female_spks_german_all_eng_profic, female_spks_french_all_eng_profic, female_spks_indo_aryan_lang_hindi_spks_eng_notwell, male_tot_eng_profic_notstated, female_spks_indo_aryan_lang_oth_spks_eng_notwell, female_spks_cl_cantones_tot, male_spks_turkish_all_eng_profic, female_spks_cl_cantones_eng_profic_notstated, female_spks_indo_aryan_lang_tot_tot, female_spks_cl_tot_all_eng_profic, female_spks_italian_tot, female_spks_eng_only_tot, female_spks_cl_tot_eng_profic_notstated, female_spks_german_tot, female_spks_croatian_spks_eng_notwell, male_spks_spanish_spks_eng_notwell, gcc_code16, female_spks_cl_oth_tot, female_spks_dutch_tot, female_spks_cl_oth_eng_profic_notstated, male_spks_thai_eng_profic_notstated, male_spks_vietnamese_tot, male_spks_spanish_tot, female_spks_german_spks_eng_well, male_tot_spks_eng_well, male_spks_thai_spks_eng_notwell, male_spks_oth_eng_profic_notstated, female_spks_french_spks_eng_notwell, female_spks_japanese_all_eng_profic, female_spks_indo_aryan_lang_hindi_tot, male_spks_tamil_tot, female_spks_croatian_tot, male_all_lang_spks_eng_well, female_spks_indo_aryan_lang_bengali_all_eng_profic, female_spks_german_eng_profic_notstated, female_spks_indo_aryan_lang_hindi_spks_eng_well, male_spks_vietnamese_spks_eng_notwell, male_spks_thai_all_eng_profic, female_spks_korean_all_eng_profic, female_spks_arabic_eng_profic_notstated, female_spks_indo_aryan_lang_tot_spks_eng_well, female_spks_indo_aryan_lang_punjabi_spks_eng_well, male_spks_oth_all_eng_profic, male_spks_se_asia_austronesia_lang_oth_all_eng_profic, male_spks_vietnamese_eng_profic_notstated, male_lang_spkn_home_notstated_tot, female_spks_dutch_eng_profic_notstated, male_spks_tamil_spks_eng_well, female_spks_indo_aryan_lang_hindi_eng_profic_notstated, female_spks_indo_aryan_lang_sinhalese_spks_eng_well, female_spks_indo_aryan_lang_sinhalese_eng_profic_notstated, female_spks_indo_aryan_lang_sinhalese_all_eng_profic, female_spks_indo_aryan_lang_sinhalese_tot, female_spks_aus_indig_lang_spks_eng_well, male_tot_tot, female_spks_korean_spks_eng_notwell, male_spks_tamil_eng_profic_notstated, female_spks_afrikaans_all_eng_profic, female_spks_korean_spks_eng_well, male_spks_se_asia_austronesia_lang_tot_all_eng_profic, female_spks_indo_aryan_lang_bengali_tot, female_spks_afrikaans_spks_eng_well, female_spks_afrikaans_eng_profic_notstated, male_spks_oth_spks_eng_well, male_all_lang_eng_profic_notstated, male_spks_thai_spks_eng_well, female_spks_cl_cantones_spks_eng_well, female_spks_cl_mandarin_spks_eng_well, male_spks_tamil_spks_eng_notwell, male_spks_turkish_spks_eng_well, female_spks_arabic_tot, female_spks_indo_aryan_lang_bengali_spks_eng_notwell, female_spks_indo_aryan_lang_urdu_spks_eng_well, male_all_lang_all_eng_profic, female_spks_cl_oth_all_eng_profic, female_spks_cl_tot_spks_eng_well, female_spks_cl_mandarin_all_eng_profic
708,1795,40,1271,3074,958,397,615,10017,413,2428,2671,1131372,3626,37,650,40,107,6381,1536,658,"Rest of NSW",5422,1099,1486,2307,11,2728,140,150,137,613,73164,1229,5524,82,1500,22,2274,3,993,48,9,2279,3346,13,84,928,2406,1763,2217,333,3327,1464,666,1218,422,93553,1157,27,676,46,1905,24,10294,17,119,13516,34,34,53,26,8,2732,3156,136,281,7375,1380,1776,75643,8246,673,992,2243,26,1076,1580,3041,3802,1886,84,94701,299,2242,922,27,7453,8163,6525,1170957,84,3860,171,316,"1RNSW",478,1562,4,16,1592,3083,3698,65348,200,352,89,1212,1394,681,1297,62003,676,59,1296,358,980,1014,43,6385,1859,13155,409,9,97180,26,609,13,575,3,618,626,635,1301717,303,4,1155,708,3272,682,1131,11,10752,1144,777,1600,3992,67,773,3118,67,574,72016,472,5925,5476
290,9851,288,9552,94790,4753,7063,12132,134723,2118,77864,39187,1400433,7263,20,16925,217,245,32043,3113,12079,"Greater Sydney",27289,8188,36247,12843,136,39575,1395,1566,2789,21617,834127,9033,124353,839,3035,93,32125,94,7894,324,97,12753,5862,207,1383,9921,18623,27976,73516,6312,41826,25324,12211,33287,1586,134945,2746,137,14940,666,10338,39,136121,67,2042,106297,79,8,395,86,15,23653,39457,366,1394,103157,31647,28178,833363,207394,273,9258,60653,97,7580,46137,26540,8503,10244,1843,142972,2653,73890,9828,375,103995,206303,32408,1416378,1091,8599,1369,2889,"1GSYD",9153,3152,49,63,46411,26825,8252,697247,2382,2210,395,8967,31928,15048,9640,691381,13706,98,29800,12847,7829,29991,872,93905,11162,104087,2105,274,142206,40,13706,288,4787,24,4999,5027,262,2376766,10659,105,2734,19326,41500,13801,2697,12,85464,8023,5447,51893,87444,1242,8268,95663,1577,10697,826104,9098,145651,123693
116,872,6,1543,1469,788,245,222,6473,334,1143,1574,607852,1991,3,326,41,60,5188,1232,347,"Rest of Vic.",4402,1291,1082,1537,3,1603,64,189,77,200,41964,601,3512,50,1208,11,1326,3,414,13,9,1518,1813,13,44,776,2194,686,886,167,2155,599,349,675,228,52319,452,62,438,42,918,7,6651,6,144,9485,21,0,32,13,4,706,1999,87,179,4148,812,700,43302,4660,117,485,1363,18,538,946,798,1933,908,61,52976,85,895,768,6,4193,4609,5276,633556,49,1960,250,86,"2RVIC",246,1255,0,4,961,805,1870,36648,93,231,35,601,819,439,1550,34836,247,29,750,276,405,311,26,3660,1286,9261,330,14,54309,23,382,7,502,7,540,549,114,704128,62,4,451,250,2137,248,447,3,7066,662,320,683,2391,55,579,1495,29,305,41310,245,3246,3475
161,8845,184,9113,37359,9007,11084,4482,107107,3057,30500,55290,1371118,6634,0,6860,1212,249,53807,3463,9191,"Greater Melbourne",44804,7736,26096,23092,86,55807,904,2350,2861,10234,702072,6095,101589,760,3359,74,44203,37,3556,198,157,22866,5326,94,1179,15068,20793,14551,40292,7007,25776,13061,9277,34472,3018,119772,2338,178,13226,558,9285,33,108413,51,1055,109709,102,4,518,109,22,14371,24523,690,1312,92546,23349,14643,701384,152038,161,8784,39197,234,5138,46693,15975,8530,9204,1437,127096,1493,40524,14911,228,93310,151191,54498,1410070,841,8637,1373,1599,"2GMEL",9924,3502,57,35,47065,16152,8284,592972,687,2117,359,6044,23526,13343,9221,587647,4919,100,21912,12219,3527,7804,424,83762,19845,107593,3032,372,126408,43,12030,182,16459,137,17670,17805,153,2199597,2251,119,2328,5552,25575,4954,2299,17,86805,7322,2836,30057,74936,1195,12559,37780,437,8010,694753,9870,111996,101034
372,3162,52,1171,4658,559,416,1067,25431,966,3575,3823,874756,3032,12,1080,139,119,5094,1899,1705,"Greater Brisbane",4538,1026,7009,5704,11,3859,598,78,486,2339,173738,4031,29534,196,1867,34,3404,3,1294,66,7,5634,2645,31,225,645,5751,4716,10405,1245,8168,4305,1719,7815,729,65932,3170,58,2143,142,3361,44,25817,26,344,33434,40,10,38,9,10,6279,7759,83,389,22702,7241,4744,174958,41736,363,2061,9829,71,3405,10566,7053,3993,3325,407,67741,410,10453,640,55,22903,41523,5173,896353,208,4035,144,775,"3GBRI",1741,1918,16,8,10630,7110,3869,149137,241,763,169,4003,7312,2158,1182,146492,1218,40,6835,2752,1289,6779,50,20644,4906,32676,956,63,68963,19,1952,68,2050,9,2189,2198,353,1117452,2151,16,3143,4627,8105,1223,3095,20,26924,1814,1048,8063,22383,184,564,4709,151,1478,171927,1728,31691,29391
6517,2793,42,898,1622,530,152,476,11434,461,1307,1529,1009655,3544,289,314,44,142,4870,1931,473,"Rest of Qld",4333,805,2354,2192,4,1549,1129,56,179,680,88915,5961,8885,72,1878,17,1373,3,1178,62,3,2165,3240,21,39,476,2946,2185,2801,370,5855,1770,480,1132,314,95314,3173,23,786,81,2975,38,11733,39,219,19035,56,555,23,9,6,2624,5576,76,304,7761,1676,2201,91091,12253,6234,948,3208,26,4799,1531,2842,4733,2954,80,96682,410,2818,478,21,7832,12152,4947,1031069,99,4786,94,221,"3RQLD",550,1948,4,14,1543,2882,4594,79353,179,442,158,5921,1684,794,912,76120,527,49,1588,405,1163,3214,19,6811,1850,18592,451,13,98852,12,669,6,695,10,737,747,5671,1197426,1052,6,3149,2157,5791,530,3117,26,15651,1373,985,2120,6454,121,421,1638,50,432,87546,547,8942,8811
1369,151,3,156,82,82,129,58,1500,55,69,691,166487,600,38,18,5,17,728,252,64,"Rest of SA",643,135,267,373,0,696,10,11,25,25,9253,98,592,11,244,0,554,0,70,7,3,369,549,0,6,68,492,52,98,25,765,41,64,147,78,14030,254,9,93,11,162,3,1547,3,44,1733,8,163,12,0,0,106,719,6,46,731,119,49,9692,737,1337,117,320,7,82,218,111,566,162,11,14192,5,96,68,4,738,727,731,165980,14,574,21,11,"4RSAU",53,252,0,0,221,121,552,8138,15,41,12,100,120,93,156,7593,62,10,109,66,71,50,3,617,288,1694,55,3,14629,0,74,0,58,0,68,68,1175,190368,17,0,254,31,764,62,248,0,1202,163,57,75,310,18,58,87,9,57,9096,50,409,579
383,1230,32,1423,4258,2437,1854,986,19522,710,3294,10976,478987,1965,12,964,80,98,14473,1149,1269,"Greater Adelaide",12033,1225,3294,3897,11,11102,129,24,293,1138,122891,1166,14926,121,1132,14,9124,8,535,38,3,3854,1664,36,165,296,5001,4913,4810,803,4548,3764,1284,6403,511,30054,931,41,1347,75,1304,19,19818,9,223,22720,21,18,122,23,5,2318,4287,188,302,15706,3339,4944,123471,20863,366,2270,4730,40,1026,8707,2542,2984,1292,247,31439,1153,4839,290,30,15825,20753,14655,498145,112,3012,196,227,"4GADE",1100,1164,3,7,8763,2572,2884,103654,104,489,64,1155,3356,1358,1447,101988,1100,31,3089,2301,529,1852,39,13439,3341,22232,704,62,32016,9,1201,24,1149,7,1233,1240,350,633888,454,12,923,1398,4509,1102,907,8,17235,1384,426,3675,11553,145,263,4301,111,1110,121510,1093,16023,14849
383,4262,36,2768,6412,1773,256,1305,24720,2794,5111,2314,709057,2909,13,1294,147,119,13815,2351,2095,"Greater Perth",12044,2422,5869,5167,24,2345,489,138,412,2205,188965,3201,24368,153,2295,46,2060,10,1629,138,10,5120,2533,39,277,872,6026,5515,10013,1791,16555,4912,2122,6640,665,62609,5790,168,3396,139,4478,89,25098,18,794,37502,60,12,30,19,19,4177,15628,205,377,21214,4719,5553,189860,36645,366,2266,8488,47,2691,9016,4569,4003,4429,408,64620,600,10059,867,45,21369,36446,14022,719772,195,4038,342,392,"5GPER",2219,2372,10,25,9089,4599,3878,164761,222,753,169,3186,4745,3432,2790,162232,1469,44,4310,2383,1606,3329,74,18944,4460,36750,2768,70,65521,28,3097,23,2141,11,2285,2300,356,963536,1046,34,5756,2276,16420,1485,5669,36,30724,2013,1388,7804,18358,296,728,6485,167,1814,186949,2206,27958,24233
4883,474,10,126,161,140,13,76,2276,665,127,106,219403,956,223,33,11,23,1263,469,122,"Rest of WA",1119,115,333,188,0,111,27,3,17,51,21782,255,1055,14,451,4,96,0,261,29,0,187,864,5,15,42,569,227,233,36,3569,196,122,284,30,28803,1371,85,176,11,499,22,2365,3,212,3550,19,421,4,4,9,367,3332,23,91,1007,239,231,22264,1340,4660,136,396,0,222,417,388,929,493,34,29275,27,234,42,4,1023,1331,1285,208689,13,945,12,24,"5RWAU",51,479,0,3,421,394,908,19892,34,104,21,247,243,181,129,19032,86,15,208,132,258,188,0,871,157,3451,657,8,29757,8,166,4,128,0,142,142,4239,270936,55,0,1359,130,3538,89,1338,9,2876,471,231,185,714,9,34,159,16,106,21310,51,932,1048
23,257,4,111,255,32,57,40,1143,54,197,502,93339,313,0,59,0,10,364,220,85,"Greater Hobart",332,94,260,180,0,515,22,6,15,63,7984,220,1558,3,219,0,446,0,87,3,0,178,293,3,13,25,304,472,343,91,241,288,85,94,12,6295,90,3,102,12,267,4,1172,3,3,1355,5,0,13,0,0,262,231,4,25,1062,224,469,8200,2011,23,230,338,0,194,118,280,446,264,17,6395,182,344,25,5,1067,1997,366,99040,16,456,11,21,"6GHOB",107,222,7,0,122,287,443,7030,14,40,7,222,222,107,110,6734,43,6,204,26,85,156,0,831,167,1320,54,3,6608,3,94,0,55,0,52,52,23,107930,54,0,89,104,237,43,90,0,1011,98,77,278,1289,8,21,251,3,75,7885,104,1655,1547
15,168,3,24,116,11,3,17,826,60,95,77,126591,417,0,18,0,11,178,289,26,"Rest of Tas.",165,25,124,44,0,78,14,3,4,38,4866,129,590,0,285,0,72,0,56,3,0,44,385,0,3,22,236,408,151,18,207,204,26,45,3,9101,93,4,54,5,171,3,857,4,15,954,0,0,0,0,0,147,184,6,33,641,90,408,5206,763,16,223,163,0,115,64,159,394,173,5,9181,203,150,22,3,640,752,185,130708,8,404,3,14,"6RTAS",25,289,0,0,63,160,386,4348,4,22,4,127,86,54,24,3965,18,7,81,18,57,90,4,417,37,935,60,0,9520,0,50,0,55,0,55,55,16,140977,25,0,93,71,201,18,95,0,706,81,51,108,465,3,18,120,3,26,4794,25,587,580
17211,67,0,5,32,6,0,8,2579,25,23,28,19714,301,462,3,8,3,69,25,29,"Rest of NT",60,5,47,87,0,28,11,0,9,0,19154,64,174,3,25,0,28,0,35,9,0,92,205,3,12,7,118,105,36,15,369,95,29,81,10,6118,61,0,20,0,69,0,2674,0,14,990,0,2097,0,0,0,47,350,0,95,364,79,105,18972,228,16751,39,59,0,58,103,56,134,68,4,6609,5,35,7,0,366,230,69,18588,0,137,0,7,"7RNTE",24,25,0,0,103,56,133,16296,9,43,3,65,84,20,5,16084,11,3,78,31,35,35,0,323,75,951,28,0,6422,0,18,0,50,0,51,51,14659,45287,14,0,55,27,367,11,55,3,831,487,26,35,122,0,7,32,0,23,18668,24,174,169
619,210,0,17,95,25,235,150,1599,279,86,1453,48748,221,18,5,13,11,286,83,148,"Greater Darwin",262,15,268,203,0,1474,62,0,77,94,13639,169,1041,9,80,8,1216,0,232,29,0,198,184,3,18,27,320,658,347,235,2693,587,147,363,22,9283,107,19,264,9,243,3,1638,0,120,2290,3,41,19,0,3,173,2550,3,37,1666,280,664,13682,1701,595,152,442,0,104,479,192,323,237,15,9462,64,348,27,0,1678,1684,291,44199,10,321,0,11,"7GDAR",310,83,0,0,484,193,315,12046,35,60,26,169,277,266,17,11866,162,0,261,117,232,130,3,1517,181,2230,281,4,9504,0,239,3,211,0,222,226,557,71889,38,0,107,99,2668,162,104,0,1914,174,199,252,762,26,24,97,16,127,13462,307,1244,1029
64,1063,15,1176,1436,168,142,871,4737,224,1191,1252,142856,495,0,242,38,18,1659,328,1076,"Australian Capital Territory",1492,1062,1134,1039,10,1263,67,17,118,361,41447,632,6643,53,325,11,1111,4,367,15,3,1033,421,14,120,147,1010,1058,2029,379,2054,970,1087,1560,131,10639,334,18,967,32,1108,6,4812,3,94,7290,8,0,16,11,0,1344,1943,10,72,6801,1818,1072,41535,9183,66,533,1609,11,557,1913,1488,1049,1095,91,11039,86,2043,143,11,6848,9134,1676,145783,47,1059,117,142,"8ACTE",490,328,0,5,1922,1502,1036,36720,62,155,26,627,1833,975,1188,36300,937,9,1726,357,363,1202,16,6265,907,7130,224,10,11130,0,918,7,839,10,879,884,66,195432,347,9,331,858,2037,935,326,0,6123,407,299,1671,5481,54,130,1448,63,955,41042,490,7526,6612
22,5,0,0,3,0,0,0,217,344,3,0,871,22,0,0,0,0,3,3,0,"Other Territories",3,0,55,0,0,0,0,0,8,3,1055,0,154,0,3,0,0,0,7,6,0,0,17,0,0,0,6,0,32,6,370,0,0,3,0,486,13,100,0,0,5,0,223,0,102,381,0,0,0,0,6,3,259,0,3,3,3,0,1060,202,18,0,70,0,0,3,3,3,5,0,500,0,32,0,0,3,200,3,812,0,3,0,0,"9OTER",13,3,0,0,0,3,3,840,3,9,0,0,3,0,0,823,0,0,3,0,7,0,0,3,0,367,339,0,506,0,0,0,0,0,0,0,16,2432,0,0,13,0,362,0,9,0,364,17,8,24,96,0,0,3,0,0,1036,14,131,154
